Subject	SessionDate	SessionTime	Block	choose	outcome	partnerlabel	slideInvestment.RT	targettext
98	07-13-2019	10:31:19	1					
98	07-13-2019	10:31:19	2	分享	CC	人	4979.0	3.0
98	07-13-2019	10:31:19	3	分享	CC	人	2987.0	3.0
98	07-13-2019	10:31:19	4	分享	CC	人	1912.0	3.0
98	07-13-2019	10:31:19	5	分享	CD	人	4607.0	2.0
98	07-13-2019	10:31:19	6	独占	DD	人	4323.0	3.0
98	07-13-2019	10:31:19	7	分享	CD	人	3132.0	2.0
98	07-13-2019	10:31:19	8	分享	CC	人	4009.0	3.0
98	07-13-2019	10:31:19	9	分享	CD	人	4350.0	2.0
98	07-13-2019	10:31:19	10	分享	CD	人	2873.0	2.0
98	07-13-2019	10:31:19	11	独占	DC	人	2843.0	1.0
98	07-13-2019	10:31:19	12					
98	07-13-2019	10:31:19	13					
98	07-13-2019	10:31:19	14	分享	CD	电脑	3448.0	3.0
98	07-13-2019	10:31:19	15	独占	DC	电脑	2645.0	3.0
98	07-13-2019	10:31:19	16	分享	CD	电脑	2827.0	3.0
98	07-13-2019	10:31:19	17	独占	DD	电脑	1521.0	2.0
98	07-13-2019	10:31:19	18	分享	CD	电脑	3474.0	2.0
98	07-13-2019	10:31:19	19	独占	DC	电脑	1816.0	3.0
98	07-13-2019	10:31:19	20	独占	DC	电脑	1411.0	3.0
98	07-13-2019	10:31:19	21	独占	DC	电脑	2711.0	2.0
98	07-13-2019	10:31:19	22	分享	CD	电脑	2553.0	3.0
98	07-13-2019	10:31:19	23	独占	DC	电脑	1057.0	3.0
98	07-13-2019	10:31:19	24					
98	07-13-2019	10:31:19	25					
98	07-13-2019	10:31:19	26	分享	CD	人	1797.0	3.0
98	07-13-2019	10:31:19	27	独占	DC	人	1414.0	2.0
98	07-13-2019	10:31:19	28	分享	CC	人	2570.0	4.0
98	07-13-2019	10:31:19	29	分享	CC	人	4267.0	4.0
98	07-13-2019	10:31:19	30	分享	CD	人	1295.0	2.0
98	07-13-2019	10:31:19	31	独占	DD	人	3102.0	2.0
98	07-13-2019	10:31:19	32	独占	DC	人	2161.0	3.0
98	07-13-2019	10:31:19	33	分享	CD	人	3075.0	3.0
98	07-13-2019	10:31:19	34	分享	CD	人	1832.0	3.0
98	07-13-2019	10:31:19	35	独占	DC	人	2721.0	3.0
98	07-13-2019	10:31:19	36					
98	07-13-2019	10:31:19	37					
98	07-13-2019	10:31:19	38	分享	CC	电脑	1401.0	3.0
98	07-13-2019	10:31:19	39	分享	CD	电脑	780.0	2.0
98	07-13-2019	10:31:19	40	独占	DD	电脑	1383.0	3.0
98	07-13-2019	10:31:19	41	独占	DC	电脑	2050.0	3.0
98	07-13-2019	10:31:19	42	分享	CC	电脑	3433.0	3.0
98	07-13-2019	10:31:19	43	分享	CC	电脑	2589.0	3.0
98	07-13-2019	10:31:19	44	独占	DD	电脑	3572.0	3.0
98	07-13-2019	10:31:19	45	分享	CD	电脑	1863.0	2.0
98	07-13-2019	10:31:19	46	分享	CC	电脑	1094.0	3.0
98	07-13-2019	10:31:19	47	独占	DD	电脑	1927.0	3.0
98	01-24-2021	14:49:45	1					
98	01-24-2021	14:49:45	2	分享	CC	人	2367.0	4.0
98	01-24-2021	14:49:45	3	独占	DD	人	1273.0	2.0
98	01-24-2021	14:49:45	4	独占	DD	人	1447.0	2.0
98	01-24-2021	14:49:45	5	分享	CC	人	1476.0	4.0
98	01-24-2021	14:49:45	6	独占	DC	人	667.0	5.0
98	01-24-2021	14:49:45	7	分享	CC	人	1719.0	4.0
98	01-24-2021	14:49:45	8	分享	CC	人	1807.0	4.0
98	01-24-2021	14:49:45	9	独占	DD	人	913.0	2.0
98	01-24-2021	14:49:45	10	分享	CD	人	1623.0	1.0
98	01-24-2021	14:49:45	11	独占	DD	人	1115.0	2.0
98	01-24-2021	14:49:45	12					
98	01-24-2021	14:49:45	13					
98	01-24-2021	14:49:45	14	独占	DC	电脑	406.0	2.0
98	01-24-2021	14:49:45	15	独占	DD	电脑	776.0	3.0
98	01-24-2021	14:49:45	16	独占	DC	电脑	497.0	3.0
98	01-24-2021	14:49:45	17	分享	CC	电脑	988.0	3.0
98	01-24-2021	14:49:45	18	独占	DD	电脑	682.0	2.0
98	01-24-2021	14:49:45	19	分享	CC	电脑	2030.0	4.0
98	01-24-2021	14:49:45	20	分享	CD	电脑	1676.0	1.0
98	01-24-2021	14:49:45	21	独占	DD	电脑	1470.0	2.0
98	01-24-2021	14:49:45	22	分享	CD	电脑	906.0	1.0
98	01-24-2021	14:49:45	23	独占	DD	电脑	584.0	3.0
98	01-24-2021	14:49:45	24					
98	01-24-2021	14:49:45	25					
98	01-24-2021	14:49:45	26	独占	DD	人	864.0	2.0
98	01-24-2021	14:49:45	27	分享	CC	人	676.0	4.0
98	01-24-2021	14:49:45	28	独占	DD	人	917.0	2.0
98	01-24-2021	14:49:45	29	分享	CC	人	878.0	4.0
98	01-24-2021	14:49:45	30	分享	CC	人	1484.0	4.0
98	01-24-2021	14:49:45	31	分享	CD	人	931.0	1.0
98	01-24-2021	14:49:45	32	独占	DD	人	1779.0	2.0
98	01-24-2021	14:49:45	33	独占	DD	人	672.0	2.0
