Subject	Context	SessionDate	SessionTime	proposer	receivor	type	choose	Wait2.RT	targettext
163	loss	03-13-2022	10:01:37						
163	loss	03-13-2022	10:01:37	-1.0	-9.0	unfair	接受	4592.0	4.0
163	loss	03-13-2022	10:01:37	-3.0	-7.0	7月3日	接受	2311.0	4.0
163	loss	03-13-2022	10:01:37	-5.0	-5.0	fair	接受	1384.0	3.0
163	loss	03-13-2022	10:01:37	-4.0	-6.0	fair	接受	2015.0	4.0
163	loss	03-13-2022	10:01:37	-2.0	-8.0	unfair	接受	1561.0	3.0
163	loss	03-13-2022	10:01:37	-1.0	-9.0	unfair	拒绝	2196.0	3.0
163	loss	03-13-2022	10:01:37	-3.0	-7.0	7月3日	拒绝	2239.0	3.0
163	loss	03-13-2022	10:01:37	-4.0	-6.0	fair	拒绝	3344.0	3.0
163	loss	03-13-2022	10:01:37	-5.0	-5.0	fair	接受	1784.0	4.0
163	loss	03-13-2022	10:01:37	-2.0	-8.0	unfair	拒绝	1981.0	3.0
163	loss	03-13-2022	10:01:37						
163	loss	03-13-2022	10:01:37						
163	loss	03-13-2022	10:01:37	-2.0	-8.0	unfair	拒绝	2310.0	3.0
163	loss	03-13-2022	10:01:37	-3.0	-7.0	7月3日	拒绝	1678.0	3.0
163	loss	03-13-2022	10:01:37	-5.0	-5.0	fair	接受	1229.0	3.0
163	loss	03-13-2022	10:01:37	-1.0	-9.0	unfair	拒绝	1230.0	3.0
163	loss	03-13-2022	10:01:37	-4.0	-6.0	fair	接受	4261.0	3.0
163	loss	03-13-2022	10:01:37	-4.0	-6.0	fair	拒绝	2789.0	3.0
163	loss	03-13-2022	10:01:37	-2.0	-8.0	unfair	拒绝	1620.0	3.0
163	loss	03-13-2022	10:01:37	-5.0	-5.0	fair	接受	1208.0	3.0
163	loss	03-13-2022	10:01:37	-3.0	-7.0	7月3日	拒绝	811.0	3.0
163	loss	03-13-2022	10:01:37	-1.0	-9.0	unfair	拒绝	1573.0	3.0
163	loss	03-13-2022	10:01:37						
163	loss	03-13-2022	10:01:37						
163	loss	03-13-2022	10:01:37	-1.0	-9.0	unfair	拒绝	5598.0	3.0
163	loss	03-13-2022	10:01:37	-4.0	-6.0	fair	接受	2597.0	3.0
163	loss	03-13-2022	10:01:37	-2.0	-8.0	unfair	拒绝	2911.0	3.0
163	loss	03-13-2022	10:01:37	-3.0	-7.0	7月3日	接受	5470.0	3.0
163	loss	03-13-2022	10:01:37	-5.0	-5.0	fair	接受	3072.0	3.0
163	loss	03-13-2022	10:01:37	-5.0	-5.0	fair	接受	1288.0	3.0
163	loss	03-13-2022	10:01:37	-3.0	-7.0	7月3日	拒绝	3608.0	3.0
163	loss	03-13-2022	10:01:37	-2.0	-8.0	unfair	拒绝	1258.0	3.0
163	loss	03-13-2022	10:01:37	-1.0	-9.0	unfair	拒绝	680.0	3.0
163	loss	03-13-2022	10:01:37	-4.0	-6.0	fair	接受	1145.0	3.0
163	loss	03-13-2022	10:01:37						
163	loss	03-13-2022	10:01:37						
163	loss	03-13-2022	10:01:37	-2.0	-8.0	unfair	拒绝	1183.0	3.0
163	loss	03-13-2022	10:01:37	-3.0	-7.0	7月3日	拒绝	2296.0	3.0
163	loss	03-13-2022	10:01:37	-4.0	-6.0	fair	接受	1549.0	3.0
163	loss	03-13-2022	10:01:37	-5.0	-5.0	fair	接受	3050.0	3.0
163	loss	03-13-2022	10:01:37	-1.0	-9.0	unfair	拒绝	887.0	3.0
163	loss	03-13-2022	10:01:37	-3.0	-7.0	7月3日	接受	1530.0	3.0
163	loss	03-13-2022	10:01:37	-5.0	-5.0	fair	接受	1346.0	3.0
163	loss	03-13-2022	10:01:37	-1.0	-9.0	unfair	拒绝	1133.0	3.0
