Subject	SessionDate	SessionTime	Block	choose	outcome	partnerlabel	slideInvestment.RT	targettext
105	09-15-2019	9:52:19	1					
105	09-15-2019	9:52:19	2	独占	DC	人	1854.0	4.0
105	09-15-2019	9:52:19	3	分享	CC	人	1743.0	5.0
105	09-15-2019	9:52:19	4	分享	CC	人	2904.0	5.0
105	09-15-2019	9:52:19	5	独占	DD	人	894.0	5.0
105	09-15-2019	9:52:19	6	分享	CC	人	1400.0	3.0
105	09-15-2019	9:52:19	7	独占	DD	人	1702.0	5.0
105	09-15-2019	9:52:19	8	分享	CC	人	1536.0	5.0
105	09-15-2019	9:52:19	9	独占	DD	人	2240.0	5.0
105	09-15-2019	9:52:19	10	独占	DD	人	1388.0	5.0
105	09-15-2019	9:52:19	11	分享	CD	人	1490.0	1.0
105	09-15-2019	9:52:19	12					
105	09-15-2019	9:52:19	13					
105	09-15-2019	9:52:19	14	分享	CD	电脑	1014.0	1.0
105	09-15-2019	9:52:19	15	独占	DC	电脑	421.0	5.0
105	09-15-2019	9:52:19	16	独占	DC	电脑	2947.0	5.0
105	09-15-2019	9:52:19	17	独占	DC	电脑	2060.0	5.0
105	09-15-2019	9:52:19	18	分享	CC	电脑	3051.0	3.0
105	09-15-2019	9:52:19	19	独占	DC	电脑	1105.0	5.0
105	09-15-2019	9:52:19	20	分享	CD	电脑	1250.0	1.0
105	09-15-2019	9:52:19	21	独占	DD	电脑	997.0	5.0
105	09-15-2019	9:52:19	22	独占	DC	电脑	1022.0	5.0
105	09-15-2019	9:52:19	23	分享	CC	电脑	561.0	3.0
105	09-15-2019	9:52:19	24					
105	09-15-2019	9:52:19	25					
105	09-15-2019	9:52:19	26	独占	DD	人	4495.0	3.0
105	09-15-2019	9:52:19	27	独占	DC	人	747.0	5.0
105	09-15-2019	9:52:19	28	分享	CC	人	1200.0	5.0
105	09-15-2019	9:52:19	29	独占	DD	人	1802.0	5.0
105	09-15-2019	9:52:19	30	独占	DC	人	1483.0	3.0
105	09-15-2019	9:52:19	31	分享	CD	人	920.0	1.0
105	09-15-2019	9:52:19	32	独占	DC	人	1649.0	3.0
105	09-15-2019	9:52:19	33	分享	CD	人	1115.0	3.0
105	09-15-2019	9:52:19	34	分享	CC	人	21.0	1.0
105	09-15-2019	9:52:19	35	独占	DD	人	412.0	3.0
105	09-15-2019	9:52:19	36					
105	09-15-2019	9:52:19	37					
105	09-15-2019	9:52:19	38	分享	CC	电脑	448.0	3.0
105	09-15-2019	9:52:19	39	独占	DD	电脑	200.0	2.0
105	09-15-2019	9:52:19	40	独占	DD	电脑	310.0	1.0
105	09-15-2019	9:52:19	41	独占	DC	电脑	1041.0	5.0
105	09-15-2019	9:52:19	42	分享	CD	电脑	1154.0	1.0
105	09-15-2019	9:52:19	43	分享	CD	电脑	720.0	1.0
105	09-15-2019	9:52:19	44	独占	DD	电脑	370.0	2.0
105	09-15-2019	9:52:19	45	独占	DD	电脑	1615.0	4.0
105	09-15-2019	9:52:19	46	分享	CD	电脑	1630.0	1.0
105	09-15-2019	9:52:19	47	独占	DC	电脑	695.0	5.0
105	02-04-2021	12:49:14	1					
105	02-04-2021	12:49:14	2	独占	DC	人	2115.0	4.0
105	02-04-2021	12:49:14	3	分享	CC	人	1262.0	5.0
105	02-04-2021	12:49:14	4	独占	DC	人	1571.0	4.0
105	02-04-2021	12:49:14	5	分享	CC	人	1466.0	4.0
105	02-04-2021	12:49:14	6	独占	DD	人	786.0	5.0
105	02-04-2021	12:49:14	7	独占	DD	人	1609.0	5.0
105	02-04-2021	12:49:14	8	分享	CC	人	1862.0	5.0
105	02-04-2021	12:49:14	9	独占	DC	人	3320.0	4.0
105	02-04-2021	12:49:14	10	独占	DD	人	707.0	3.0
105	02-04-2021	12:49:14	11	分享	CC	人	5467.0	3.0
105	02-04-2021	12:49:14	12					
105	02-04-2021	12:49:14	13					
105	02-04-2021	12:49:14	14	独占	DD	电脑	963.0	3.0
105	02-04-2021	12:49:14	15	独占	DC	电脑	556.0	5.0
105	02-04-2021	12:49:14	16	独占	DD	电脑	1487.0	3.0
105	02-04-2021	12:49:14	17	独占	DD	电脑	2430.0	3.0
105	02-04-2021	12:49:14	18	分享	CC	电脑	1417.0	3.0
105	02-04-2021	12:49:14	19	独占	DD	电脑	2240.0	3.0
105	02-04-2021	12:49:14	20	分享	CC	电脑	2574.0	3.0
105	02-04-2021	12:49:14	21	独占	DD	电脑	1618.0	3.0
105	02-04-2021	12:49:14	22	分享	CC	电脑	1418.0	3.0
105	02-04-2021	12:49:14	23	独占	DC	电脑	7735.0	3.0
105	02-04-2021	12:49:14	24					
105	02-04-2021	12:49:14	25					
105	02-04-2021	12:49:14	26	独占	DD	人	454.0	3.0
105	02-04-2021	12:49:14	27	分享	CD	人	1328.0	3.0
105	02-04-2021	12:49:14	28	独占	DD	人	5826.0	5.0
105	02-04-2021	12:49:14	29	独占	DD	人	637.0	5.0
105	02-04-2021	12:49:14	30	独占	DC	人	2185.0	4.0
105	02-04-2021	12:49:14	31	分享	CD	人	1835.0	1.0
105	02-04-2021	12:49:14	32	独占	DD	人	1501.0	3.0
105	02-04-2021	12:49:14	33	独占	DC	人	1741.0	5.0
105	02-04-2021	12:49:14	34	分享	CC	人	2616.0	5.0
105	02-04-2021	12:49:14	35	独占	DD	人	1636.0	2.0
105	02-04-2021	12:49:14	36					
105	02-04-2021	12:49:14	37					
105	02-04-2021	12:49:14	38	独占	DC	电脑	887.0	5.0
105	02-04-2021	12:49:14	39	独占	DD	电脑	1427.0	5.0
105	02-04-2021	12:49:14	40	独占	DD	电脑	895.0	5.0
105	02-04-2021	12:49:14	41	独占	DD	电脑	2106.0	5.0
105	02-04-2021	12:49:14	42	独占	DC	电脑	637.0	5.0
105	02-04-2021	12:49:14	43	分享	CD	电脑	1200.0	1.0
105	02-04-2021	12:49:14	44	独占	DC	电脑	579.0	5.0
105	02-04-2021	12:49:14	45	独占	DD	电脑	2542.0	5.0
105	02-04-2021	12:49:14	46	独占	DC	电脑	676.0	5.0
105	02-04-2021	12:49:14	47	独占	DC	电脑	5233.0	5.0
